Waktu(s),ID_Agen,Tipe_Agen,ID_Edge,Fungsi_Edge
62.20,CyanCar.3,Vehicle,-E6,normal
62.20,RedCar.2,Vehicle,E6,normal
62.20,RedCar.3,Vehicle,-E4,normal
62.20,Ped1.0,Pedestrian,-E4,normal
62.20,Ped1.1,Pedestrian,-E4,normal
62.20,Ped1.2,Pedestrian,:J5_w3,walkingarea
62.20,Ped2.0,Pedestrian,-E6,normal
62.20,Ped2.1,Pedestrian,-E6,normal
62.20,Ped2.2,Pedestrian,-E6,normal
62.30,CyanCar.2,Vehicle,E4,normal
62.30,CyanCar.3,Vehicle,-E6,normal
62.30,RedCar.2,Vehicle,E6,normal
62.30,RedCar.3,Vehicle,-E4,normal
62.30,Ped1.0,Pedestrian,-E4,normal
62.30,Ped1.1,Pedestrian,-E4,normal
62.30,Ped1.2,Pedestrian,:J5_w3,walkingarea
62.30,Ped2.0,Pedestrian,-E6,normal
62.30,Ped2.1,Pedestrian,-E6,normal
62.30,Ped2.2,Pedestrian,-E6,normal
62.40,CyanCar.2,Vehicle,E4,normal
62.40,CyanCar.3,Vehicle,-E6,normal
62.40,RedCar.2,Vehicle,E6,normal
62.40,RedCar.3,Vehicle,-E4,normal
62.40,Ped1.0,Pedestrian,-E4,normal
62.40,Ped1.1,Pedestrian,-E4,normal
62.40,Ped1.2,Pedestrian,:J5_w3,walkingarea
62.40,Ped2.0,Pedestrian,-E6,normal
62.40,Ped2.1,Pedestrian,-E6,normal
62.40,Ped2.2,Pedestrian,-E6,normal
62.50,CyanCar.2,Vehicle,E4,normal
62.50,CyanCar.3,Vehicle,-E6,normal
62.50,RedCar.2,Vehicle,E6,normal
62.50,RedCar.3,Vehicle,-E4,normal
62.50,Ped1.0,Pedestrian,-E4,normal
62.50,Ped1.1,Pedestrian,-E4,normal
62.50,Ped1.2,Pedestrian,:J5_w3,walkingarea
62.50,Ped2.0,Pedestrian,-E6,normal
62.50,Ped2.1,Pedestrian,-E6,normal
62.50,Ped2.2,Pedestrian,-E6,normal
62.60,CyanCar.2,Vehicle,E4,normal
62.60,CyanCar.3,Vehicle,-E6,normal
62.60,RedCar.2,Vehicle,E6,normal
62.60,RedCar.3,Vehicle,-E4,normal
62.60,Ped1.0,Pedestrian,-E4,normal
62.60,Ped1.1,Pedestrian,-E4,normal
62.60,Ped1.2,Pedestrian,:J5_w3,walkingarea
62.60,Ped2.0,Pedestrian,-E6,normal
62.60,Ped2.1,Pedestrian,-E6,normal
62.60,Ped2.2,Pedestrian,-E6,normal
62.70,CyanCar.2,Vehicle,E4,normal
62.70,CyanCar.3,Vehicle,-E6,normal
62.70,RedCar.2,Vehicle,E6,normal
62.70,RedCar.3,Vehicle,-E4,normal
62.70,Ped1.0,Pedestrian,-E4,normal
62.70,Ped1.1,Pedestrian,-E4,normal
62.70,Ped1.2,Pedestrian,:J5_w3,walkingarea
62.70,Ped2.0,Pedestrian,-E6,normal
62.70,Ped2.1,Pedestrian,-E6,normal
62.70,Ped2.2,Pedestrian,-E6,normal
62.80,CyanCar.2,Vehicle,E4,normal
62.80,CyanCar.3,Vehicle,-E6,normal
62.80,RedCar.2,Vehicle,E6,normal
62.80,RedCar.3,Vehicle,-E4,normal
62.80,Ped1.0,Pedestrian,-E4,normal
62.80,Ped1.1,Pedestrian,-E4,normal
62.80,Ped1.2,Pedestrian,:J5_w3,walkingarea
62.80,Ped2.0,Pedestrian,-E6,normal
62.80,Ped2.1,Pedestrian,-E6,normal
62.80,Ped2.2,Pedestrian,-E6,normal
62.90,CyanCar.2,Vehicle,E4,normal
62.90,CyanCar.3,Vehicle,-E6,normal
62.90,RedCar.2,Vehicle,E6,normal
62.90,RedCar.3,Vehicle,-E4,normal
62.90,Ped1.0,Pedestrian,-E4,normal
62.90,Ped1.1,Pedestrian,-E4,normal
62.90,Ped1.2,Pedestrian,-E4,normal
62.90,Ped2.0,Pedestrian,-E6,normal
62.90,Ped2.1,Pedestrian,-E6,normal
62.90,Ped2.2,Pedestrian,-E6,normal
63.00,CyanCar.2,Vehicle,E4,normal
63.00,CyanCar.3,Vehicle,-E6,normal
63.00,RedCar.2,Vehicle,E6,normal
63.00,RedCar.3,Vehicle,-E4,normal
63.00,Ped1.0,Pedestrian,-E4,normal
63.00,Ped1.1,Pedestrian,-E4,normal
63.00,Ped1.2,Pedestrian,-E4,normal
63.00,Ped2.0,Pedestrian,-E6,normal
63.00,Ped2.1,Pedestrian,-E6,normal
63.00,Ped2.2,Pedestrian,-E6,normal
63.10,CyanCar.2,Vehicle,E4,normal
63.10,CyanCar.3,Vehicle,-E6,normal
63.10,RedCar.2,Vehicle,E6,normal
63.10,RedCar.3,Vehicle,-E4,normal
63.10,Ped1.0,Pedestrian,-E4,normal
63.10,Ped1.1,Pedestrian,-E4,normal
63.10,Ped1.2,Pedestrian,-E4,normal
63.10,Ped2.0,Pedestrian,-E6,normal
63.10,Ped2.1,Pedestrian,-E6,normal
63.10,Ped2.2,Pedestrian,-E6,normal
63.20,CyanCar.2,Vehicle,E4,normal
63.20,CyanCar.3,Vehicle,-E6,normal
63.20,RedCar.2,Vehicle,E6,normal
63.20,RedCar.3,Vehicle,-E4,normal
63.20,Ped1.0,Pedestrian,-E4,normal
63.20,Ped1.1,Pedestrian,-E4,normal
63.20,Ped1.2,Pedestrian,-E4,normal
63.20,Ped2.0,Pedestrian,-E6,normal
63.20,Ped2.1,Pedestrian,-E6,normal
63.20,Ped2.2,Pedestrian,-E6,normal
63.30,CyanCar.2,Vehicle,E4,normal
63.30,CyanCar.3,Vehicle,-E6,normal
63.30,RedCar.2,Vehicle,E6,normal
63.30,RedCar.3,Vehicle,-E4,normal
63.30,Ped1.0,Pedestrian,-E4,normal
63.30,Ped1.1,Pedestrian,-E4,normal
63.30,Ped1.2,Pedestrian,-E4,normal
63.30,Ped2.0,Pedestrian,-E6,normal
63.30,Ped2.1,Pedestrian,-E6,normal
63.30,Ped2.2,Pedestrian,-E6,normal
63.40,CyanCar.2,Vehicle,E4,normal
63.40,CyanCar.3,Vehicle,-E6,normal
63.40,RedCar.2,Vehicle,E6,normal
63.40,RedCar.3,Vehicle,-E4,normal
63.40,Ped1.0,Pedestrian,-E4,normal
63.40,Ped1.1,Pedestrian,-E4,normal
63.40,Ped1.2,Pedestrian,-E4,normal
63.40,Ped2.0,Pedestrian,-E6,normal
63.40,Ped2.1,Pedestrian,-E6,normal
63.40,Ped2.2,Pedestrian,-E6,normal
63.50,CyanCar.2,Vehicle,E4,normal
63.50,CyanCar.3,Vehicle,-E6,normal
63.50,RedCar.2,Vehicle,E6,normal
63.50,RedCar.3,Vehicle,-E4,normal
63.50,Ped1.0,Pedestrian,-E4,normal
63.50,Ped1.1,Pedestrian,-E4,normal
63.50,Ped1.2,Pedestrian,-E4,normal
63.50,Ped2.0,Pedestrian,-E6,normal
63.50,Ped2.1,Pedestrian,-E6,normal
63.50,Ped2.2,Pedestrian,-E6,normal
63.60,CyanCar.2,Vehicle,E4,normal
63.60,CyanCar.3,Vehicle,-E6,normal
63.60,RedCar.2,Vehicle,E6,normal
63.60,RedCar.3,Vehicle,-E4,normal
63.60,Ped1.0,Pedestrian,-E4,normal
63.60,Ped1.1,Pedestrian,-E4,normal
63.60,Ped1.2,Pedestrian,-E4,normal
63.60,Ped2.0,Pedestrian,-E6,normal
63.60,Ped2.1,Pedestrian,-E6,normal
63.60,Ped2.2,Pedestrian,-E6,normal
63.70,CyanCar.2,Vehicle,E4,normal
63.70,CyanCar.3,Vehicle,-E6,normal
63.70,RedCar.2,Vehicle,E6,normal
63.70,RedCar.3,Vehicle,-E4,normal
63.70,Ped1.0,Pedestrian,-E4,normal
63.70,Ped1.1,Pedestrian,-E4,normal
63.70,Ped1.2,Pedestrian,-E4,normal
63.70,Ped2.0,Pedestrian,-E6,normal
63.70,Ped2.1,Pedestrian,-E6,normal
63.70,Ped2.2,Pedestrian,-E6,normal
63.80,CyanCar.2,Vehicle,E4,normal
63.80,CyanCar.3,Vehicle,-E6,normal
63.80,RedCar.2,Vehicle,E6,normal
63.80,RedCar.3,Vehicle,-E4,normal
63.80,Ped1.0,Pedestrian,-E4,normal
63.80,Ped1.1,Pedestrian,-E4,normal
63.80,Ped1.2,Pedestrian,-E4,normal
63.80,Ped2.0,Pedestrian,-E6,normal
63.80,Ped2.1,Pedestrian,-E6,normal
63.80,Ped2.2,Pedestrian,-E6,normal
63.90,CyanCar.2,Vehicle,E4,normal
63.90,CyanCar.3,Vehicle,-E6,normal
63.90,RedCar.2,Vehicle,E6,normal
63.90,RedCar.3,Vehicle,-E4,normal
63.90,Ped1.0,Pedestrian,-E4,normal
63.90,Ped1.1,Pedestrian,-E4,normal
63.90,Ped1.2,Pedestrian,-E4,normal
63.90,Ped2.0,Pedestrian,-E6,normal
63.90,Ped2.1,Pedestrian,-E6,normal
63.90,Ped2.2,Pedestrian,-E6,normal
64.00,CyanCar.2,Vehicle,E4,normal
64.00,CyanCar.3,Vehicle,-E6,normal
64.00,RedCar.2,Vehicle,E6,normal
64.00,RedCar.3,Vehicle,-E4,normal
64.00,Ped1.0,Pedestrian,-E4,normal
64.00,Ped1.1,Pedestrian,-E4,normal
64.00,Ped1.2,Pedestrian,-E4,normal
64.00,Ped2.0,Pedestrian,-E6,normal
64.00,Ped2.1,Pedestrian,-E6,normal
64.00,Ped2.2,Pedestrian,-E6,normal
64.10,CyanCar.2,Vehicle,E4,normal
64.10,CyanCar.3,Vehicle,-E6,normal
64.10,RedCar.2,Vehicle,E6,normal
64.10,RedCar.3,Vehicle,-E4,normal
64.10,Ped1.0,Pedestrian,-E4,normal
64.10,Ped1.1,Pedestrian,-E4,normal
64.10,Ped1.2,Pedestrian,-E4,normal
64.10,Ped2.0,Pedestrian,-E6,normal
64.10,Ped2.1,Pedestrian,-E6,normal
64.10,Ped2.2,Pedestrian,-E6,normal
64.20,CyanCar.2,Vehicle,E4,normal
64.20,CyanCar.3,Vehicle,-E6,normal
64.20,RedCar.2,Vehicle,E6,normal
64.20,RedCar.3,Vehicle,-E4,normal
64.20,Ped1.0,Pedestrian,-E4,normal
64.20,Ped1.1,Pedestrian,-E4,normal
64.20,Ped1.2,Pedestrian,-E4,normal
64.20,Ped2.0,Pedestrian,-E6,normal
64.20,Ped2.1,Pedestrian,-E6,normal
64.20,Ped2.2,Pedestrian,-E6,normal
64.30,CyanCar.2,Vehicle,E4,normal
64.30,CyanCar.3,Vehicle,-E6,normal
64.30,RedCar.2,Vehicle,E6,normal
64.30,RedCar.3,Vehicle,-E4,normal
64.30,Ped1.0,Pedestrian,-E4,normal
64.30,Ped1.1,Pedestrian,-E4,normal
64.30,Ped1.2,Pedestrian,-E4,normal
64.30,Ped2.0,Pedestrian,-E6,normal
64.30,Ped2.1,Pedestrian,-E6,normal
64.30,Ped2.2,Pedestrian,-E6,normal
64.40,CyanCar.2,Vehicle,E4,normal
64.40,CyanCar.3,Vehicle,-E6,normal
64.40,RedCar.2,Vehicle,E6,normal
64.40,RedCar.3,Vehicle,-E4,normal
64.40,Ped1.0,Pedestrian,-E4,normal
64.40,Ped1.1,Pedestrian,-E4,normal
64.40,Ped1.2,Pedestrian,-E4,normal
64.40,Ped2.0,Pedestrian,-E6,normal
64.40,Ped2.1,Pedestrian,-E6,normal
64.40,Ped2.2,Pedestrian,-E6,normal
64.50,CyanCar.2,Vehicle,E4,normal
64.50,CyanCar.3,Vehicle,-E6,normal
64.50,RedCar.2,Vehicle,E6,normal
64.50,RedCar.3,Vehicle,-E4,normal
64.50,Ped1.0,Pedestrian,-E4,normal
64.50,Ped1.1,Pedestrian,-E4,normal
64.50,Ped1.2,Pedestrian,-E4,normal
64.50,Ped2.0,Pedestrian,-E6,normal
64.50,Ped2.1,Pedestrian,-E6,normal
64.50,Ped2.2,Pedestrian,-E6,normal
64.60,CyanCar.2,Vehicle,E4,normal
64.60,CyanCar.3,Vehicle,-E6,normal
64.60,RedCar.2,Vehicle,E6,normal
64.60,RedCar.3,Vehicle,-E4,normal
64.60,Ped1.0,Pedestrian,-E4,normal
64.60,Ped1.1,Pedestrian,-E4,normal
64.60,Ped1.2,Pedestrian,-E4,normal
64.60,Ped2.0,Pedestrian,-E6,normal
64.60,Ped2.1,Pedestrian,-E6,normal
64.60,Ped2.2,Pedestrian,-E6,normal
64.70,CyanCar.2,Vehicle,E4,normal
64.70,CyanCar.3,Vehicle,-E6,normal
64.70,RedCar.2,Vehicle,E6,normal
64.70,RedCar.3,Vehicle,-E4,normal
64.70,Ped1.0,Pedestrian,-E4,normal
64.70,Ped1.1,Pedestrian,-E4,normal
64.70,Ped1.2,Pedestrian,-E4,normal
64.70,Ped2.0,Pedestrian,-E6,normal
64.70,Ped2.1,Pedestrian,-E6,normal
64.70,Ped2.2,Pedestrian,-E6,normal
64.80,CyanCar.2,Vehicle,E4,normal
64.80,CyanCar.3,Vehicle,-E6,normal
64.80,RedCar.2,Vehicle,E6,normal
64.80,RedCar.3,Vehicle,-E4,normal
64.80,Ped1.0,Pedestrian,-E4,normal
64.80,Ped1.1,Pedestrian,-E4,normal
64.80,Ped1.2,Pedestrian,-E4,normal
64.80,Ped2.0,Pedestrian,-E6,normal
64.80,Ped2.1,Pedestrian,-E6,normal
64.80,Ped2.2,Pedestrian,-E6,normal
64.90,CyanCar.2,Vehicle,E4,normal
64.90,CyanCar.3,Vehicle,-E6,normal
64.90,RedCar.2,Vehicle,E6,normal
64.90,RedCar.3,Vehicle,-E4,normal
64.90,Ped1.0,Pedestrian,-E4,normal
64.90,Ped1.1,Pedestrian,-E4,normal
64.90,Ped1.2,Pedestrian,-E4,normal
64.90,Ped2.0,Pedestrian,-E6,normal
64.90,Ped2.1,Pedestrian,-E6,normal
64.90,Ped2.2,Pedestrian,-E6,normal
65.00,CyanCar.2,Vehicle,E4,normal
65.00,CyanCar.3,Vehicle,-E6,normal
65.00,RedCar.2,Vehicle,E6,normal
65.00,RedCar.3,Vehicle,-E4,normal
65.00,Ped1.0,Pedestrian,-E4,normal
65.00,Ped1.1,Pedestrian,-E4,normal
65.00,Ped1.2,Pedestrian,-E4,normal
65.00,Ped2.0,Pedestrian,-E6,normal
65.00,Ped2.1,Pedestrian,-E6,normal
65.00,Ped2.2,Pedestrian,-E6,normal
65.10,CyanCar.2,Vehicle,E4,normal
65.10,CyanCar.3,Vehicle,-E6,normal
65.10,RedCar.2,Vehicle,E6,normal
65.10,RedCar.3,Vehicle,-E4,normal
65.10,Ped1.0,Pedestrian,-E4,normal
65.10,Ped1.1,Pedestrian,-E4,normal
65.10,Ped1.2,Pedestrian,-E4,normal
65.10,Ped2.0,Pedestrian,-E6,normal
65.10,Ped2.1,Pedestrian,-E6,normal
65.10,Ped2.2,Pedestrian,-E6,normal
65.20,CyanCar.2,Vehicle,E4,normal
65.20,CyanCar.3,Vehicle,-E6,normal
65.20,RedCar.2,Vehicle,E6,normal
65.20,RedCar.3,Vehicle,-E4,normal
65.20,Ped1.0,Pedestrian,-E4,normal
65.20,Ped1.1,Pedestrian,-E4,normal
65.20,Ped1.2,Pedestrian,-E4,normal
65.20,Ped2.0,Pedestrian,-E6,normal
65.20,Ped2.1,Pedestrian,-E6,normal
65.20,Ped2.2,Pedestrian,-E6,normal
65.30,CyanCar.2,Vehicle,E4,normal
65.30,CyanCar.3,Vehicle,-E6,normal
65.30,RedCar.2,Vehicle,E6,normal
65.30,RedCar.3,Vehicle,-E4,normal
65.30,Ped1.0,Pedestrian,-E4,normal
65.30,Ped1.1,Pedestrian,-E4,normal
65.30,Ped1.2,Pedestrian,-E4,normal
65.30,Ped2.0,Pedestrian,-E6,normal
65.30,Ped2.1,Pedestrian,-E6,normal
65.30,Ped2.2,Pedestrian,-E6,normal
65.40,CyanCar.2,Vehicle,E4,normal
65.40,CyanCar.3,Vehicle,-E6,normal
65.40,RedCar.2,Vehicle,E6,normal
65.40,RedCar.3,Vehicle,-E4,normal
65.40,Ped1.0,Pedestrian,-E4,normal
65.40,Ped1.1,Pedestrian,-E4,normal
65.40,Ped1.2,Pedestrian,-E4,normal
65.40,Ped2.0,Pedestrian,-E6,normal
65.40,Ped2.1,Pedestrian,-E6,normal
65.40,Ped2.2,Pedestrian,-E6,normal
65.50,CyanCar.2,Vehicle,E4,normal
65.50,CyanCar.3,Vehicle,-E6,normal
65.50,RedCar.2,Vehicle,E6,normal
65.50,RedCar.3,Vehicle,-E4,normal
65.50,Ped1.0,Pedestrian,-E4,normal
65.50,Ped1.1,Pedestrian,-E4,normal
65.50,Ped1.2,Pedestrian,-E4,normal
65.50,Ped2.0,Pedestrian,-E6,normal
65.50,Ped2.1,Pedestrian,-E6,normal
65.50,Ped2.2,Pedestrian,-E6,normal
65.60,CyanCar.2,Vehicle,E4,normal
65.60,CyanCar.3,Vehicle,-E6,normal
65.60,RedCar.2,Vehicle,E6,normal
65.60,RedCar.3,Vehicle,-E4,normal
65.60,Ped1.0,Pedestrian,-E4,normal
65.60,Ped1.1,Pedestrian,-E4,normal
65.60,Ped1.2,Pedestrian,-E4,normal
65.60,Ped2.0,Pedestrian,-E6,normal
65.60,Ped2.1,Pedestrian,-E6,normal
65.60,Ped2.2,Pedestrian,-E6,normal
65.70,CyanCar.2,Vehicle,E4,normal
65.70,CyanCar.3,Vehicle,-E6,normal
65.70,RedCar.2,Vehicle,E6,normal
65.70,RedCar.3,Vehicle,-E4,normal
65.70,Ped1.0,Pedestrian,-E4,normal
65.70,Ped1.1,Pedestrian,-E4,normal
65.70,Ped1.2,Pedestrian,-E4,normal
65.70,Ped2.0,Pedestrian,-E6,normal
65.70,Ped2.1,Pedestrian,-E6,normal
65.70,Ped2.2,Pedestrian,-E6,normal
65.80,CyanCar.2,Vehicle,E4,normal
65.80,CyanCar.3,Vehicle,-E6,normal
65.80,RedCar.2,Vehicle,E6,normal
65.80,RedCar.3,Vehicle,-E4,normal
65.80,Ped1.0,Pedestrian,-E4,normal
65.80,Ped1.1,Pedestrian,-E4,normal
65.80,Ped1.2,Pedestrian,-E4,normal
65.80,Ped2.0,Pedestrian,-E6,normal
65.80,Ped2.1,Pedestrian,-E6,normal
65.80,Ped2.2,Pedestrian,-E6,normal
65.90,CyanCar.2,Vehicle,E4,normal
65.90,CyanCar.3,Vehicle,-E6,normal
65.90,RedCar.2,Vehicle,E6,normal
65.90,RedCar.3,Vehicle,-E4,normal
65.90,Ped1.0,Pedestrian,-E4,normal
65.90,Ped1.1,Pedestrian,-E4,normal
65.90,Ped1.2,Pedestrian,-E4,normal
65.90,Ped2.0,Pedestrian,-E6,normal
65.90,Ped2.1,Pedestrian,-E6,normal
65.90,Ped2.2,Pedestrian,-E6,normal
66.00,CyanCar.2,Vehicle,E4,normal
66.00,CyanCar.3,Vehicle,-E6,normal
66.00,RedCar.2,Vehicle,E6,normal
66.00,RedCar.3,Vehicle,-E4,normal
66.00,Ped1.0,Pedestrian,-E4,normal
66.00,Ped1.1,Pedestrian,-E4,normal
66.00,Ped1.2,Pedestrian,-E4,normal
66.00,Ped2.0,Pedestrian,-E6,normal
66.00,Ped2.1,Pedestrian,-E6,normal
66.00,Ped2.2,Pedestrian,-E6,normal
66.10,CyanCar.2,Vehicle,E4,normal
66.10,CyanCar.3,Vehicle,-E6,normal
66.10,RedCar.2,Vehicle,E6,normal
66.10,RedCar.3,Vehicle,-E4,normal
66.10,Ped1.0,Pedestrian,-E4,normal
66.10,Ped1.1,Pedestrian,-E4,normal
66.10,Ped1.2,Pedestrian,-E4,normal
66.10,Ped2.0,Pedestrian,-E6,normal
66.10,Ped2.1,Pedestrian,-E6,normal
66.10,Ped2.2,Pedestrian,-E6,normal
66.20,CyanCar.2,Vehicle,E4,normal
66.20,CyanCar.3,Vehicle,-E6,normal
66.20,RedCar.2,Vehicle,E6,normal
66.20,RedCar.3,Vehicle,-E4,normal
66.20,Ped1.0,Pedestrian,-E4,normal
66.20,Ped1.1,Pedestrian,-E4,normal
66.20,Ped1.2,Pedestrian,-E4,normal
66.20,Ped2.0,Pedestrian,-E6,normal
66.20,Ped2.1,Pedestrian,-E6,normal
66.20,Ped2.2,Pedestrian,-E6,normal
66.30,CyanCar.2,Vehicle,E4,normal
66.30,CyanCar.3,Vehicle,-E6,normal
66.30,RedCar.2,Vehicle,E6,normal
66.30,RedCar.3,Vehicle,-E4,normal
66.30,Ped1.0,Pedestrian,-E4,normal
66.30,Ped1.1,Pedestrian,-E4,normal
66.30,Ped1.2,Pedestrian,-E4,normal
66.30,Ped2.0,Pedestrian,-E6,normal
66.30,Ped2.1,Pedestrian,-E6,normal
66.30,Ped2.2,Pedestrian,-E6,normal
66.40,CyanCar.2,Vehicle,E4,normal
66.40,CyanCar.3,Vehicle,-E6,normal
66.40,RedCar.2,Vehicle,E6,normal
66.40,RedCar.3,Vehicle,-E4,normal
66.40,Ped1.0,Pedestrian,-E4,normal
66.40,Ped1.1,Pedestrian,-E4,normal
66.40,Ped1.2,Pedestrian,-E4,normal
66.40,Ped2.0,Pedestrian,-E6,normal
66.40,Ped2.1,Pedestrian,-E6,normal
66.40,Ped2.2,Pedestrian,-E6,normal
66.50,CyanCar.2,Vehicle,E4,normal
66.50,CyanCar.3,Vehicle,-E6,normal
66.50,RedCar.2,Vehicle,E6,normal
66.50,RedCar.3,Vehicle,-E4,normal
66.50,Ped1.0,Pedestrian,-E4,normal
66.50,Ped1.1,Pedestrian,-E4,normal
66.50,Ped1.2,Pedestrian,-E4,normal
66.50,Ped2.0,Pedestrian,-E6,normal
66.50,Ped2.1,Pedestrian,-E6,normal
66.50,Ped2.2,Pedestrian,-E6,normal
66.60,CyanCar.2,Vehicle,E4,normal
66.60,CyanCar.3,Vehicle,-E6,normal
66.60,RedCar.2,Vehicle,E6,normal
66.60,RedCar.3,Vehicle,-E4,normal
66.60,Ped1.0,Pedestrian,-E4,normal
66.60,Ped1.1,Pedestrian,-E4,normal
66.60,Ped1.2,Pedestrian,-E4,normal
66.60,Ped2.0,Pedestrian,-E6,normal
66.60,Ped2.1,Pedestrian,-E6,normal
66.60,Ped2.2,Pedestrian,-E6,normal
66.70,CyanCar.2,Vehicle,E4,normal
66.70,CyanCar.3,Vehicle,-E6,normal
66.70,RedCar.2,Vehicle,E6,normal
66.70,RedCar.3,Vehicle,-E4,normal
66.70,Ped1.0,Pedestrian,-E4,normal
66.70,Ped1.1,Pedestrian,-E4,normal
66.70,Ped1.2,Pedestrian,-E4,normal
66.70,Ped2.0,Pedestrian,-E6,normal
66.70,Ped2.1,Pedestrian,-E6,normal
66.70,Ped2.2,Pedestrian,-E6,normal
66.80,CyanCar.2,Vehicle,E4,normal
66.80,CyanCar.3,Vehicle,-E6,normal
66.80,RedCar.2,Vehicle,E6,normal
66.80,RedCar.3,Vehicle,-E4,normal
66.80,Ped1.0,Pedestrian,-E4,normal
66.80,Ped1.1,Pedestrian,-E4,normal
66.80,Ped1.2,Pedestrian,-E4,normal
66.80,Ped2.0,Pedestrian,-E6,normal
66.80,Ped2.1,Pedestrian,-E6,normal
66.80,Ped2.2,Pedestrian,-E6,normal
66.90,CyanCar.2,Vehicle,E4,normal
66.90,CyanCar.3,Vehicle,-E6,normal
66.90,RedCar.2,Vehicle,E6,normal
66.90,RedCar.3,Vehicle,-E4,normal
66.90,Ped1.0,Pedestrian,-E4,normal
66.90,Ped1.1,Pedestrian,-E4,normal
66.90,Ped1.2,Pedestrian,-E4,normal
66.90,Ped2.0,Pedestrian,-E6,normal
66.90,Ped2.1,Pedestrian,-E6,normal
66.90,Ped2.2,Pedestrian,-E6,normal
67.00,CyanCar.2,Vehicle,E4,normal
67.00,CyanCar.3,Vehicle,-E6,normal
67.00,RedCar.2,Vehicle,E6,normal
67.00,RedCar.3,Vehicle,-E4,normal
67.00,Ped1.0,Pedestrian,-E4,normal
67.00,Ped1.1,Pedestrian,-E4,normal
67.00,Ped1.2,Pedestrian,-E4,normal
67.00,Ped2.0,Pedestrian,-E6,normal
67.00,Ped2.1,Pedestrian,-E6,normal
67.00,Ped2.2,Pedestrian,-E6,normal
67.10,CyanCar.2,Vehicle,E4,normal
67.10,CyanCar.3,Vehicle,-E6,normal
67.10,RedCar.2,Vehicle,E6,normal
67.10,RedCar.3,Vehicle,-E4,normal
67.10,Ped1.0,Pedestrian,-E4,normal
67.10,Ped1.1,Pedestrian,-E4,normal
67.10,Ped1.2,Pedestrian,-E4,normal
67.10,Ped2.0,Pedestrian,-E6,normal
67.10,Ped2.1,Pedestrian,-E6,normal
67.10,Ped2.2,Pedestrian,-E6,normal
67.20,CyanCar.2,Vehicle,E4,normal
67.20,CyanCar.3,Vehicle,-E6,normal
67.20,RedCar.2,Vehicle,E6,normal
67.20,RedCar.3,Vehicle,-E4,normal
67.20,Ped1.0,Pedestrian,-E4,normal
67.20,Ped1.1,Pedestrian,-E4,normal
67.20,Ped1.2,Pedestrian,-E4,normal
67.20,Ped2.0,Pedestrian,-E6,normal
67.20,Ped2.1,Pedestrian,-E6,normal
67.20,Ped2.2,Pedestrian,-E6,normal
67.30,CyanCar.2,Vehicle,E4,normal
67.30,CyanCar.3,Vehicle,-E6,normal
67.30,RedCar.2,Vehicle,E6,normal
67.30,RedCar.3,Vehicle,-E4,normal
67.30,Ped1.0,Pedestrian,-E4,normal
67.30,Ped1.1,Pedestrian,-E4,normal
67.30,Ped1.2,Pedestrian,-E4,normal
67.30,Ped2.0,Pedestrian,-E6,normal
67.30,Ped2.1,Pedestrian,-E6,normal
67.30,Ped2.2,Pedestrian,-E6,normal
67.40,CyanCar.2,Vehicle,E4,normal
67.40,CyanCar.3,Vehicle,-E6,normal
67.40,RedCar.2,Vehicle,E6,normal
67.40,RedCar.3,Vehicle,-E4,normal
67.40,Ped1.0,Pedestrian,-E4,normal
67.40,Ped1.1,Pedestrian,-E4,normal
67.40,Ped1.2,Pedestrian,-E4,normal
67.40,Ped2.0,Pedestrian,-E6,normal
67.40,Ped2.1,Pedestrian,-E6,normal
67.40,Ped2.2,Pedestrian,-E6,normal
67.50,CyanCar.2,Vehicle,E4,normal
67.50,CyanCar.3,Vehicle,-E6,normal
67.50,RedCar.2,Vehicle,E6,normal
67.50,RedCar.3,Vehicle,-E4,normal
67.50,Ped1.0,Pedestrian,-E4,normal
67.50,Ped1.1,Pedestrian,-E4,normal
67.50,Ped1.2,Pedestrian,-E4,normal
67.50,Ped2.0,Pedestrian,-E6,normal
67.50,Ped2.1,Pedestrian,-E6,normal
67.50,Ped2.2,Pedestrian,-E6,normal
67.60,CyanCar.2,Vehicle,E4,normal
67.60,CyanCar.3,Vehicle,-E6,normal
67.60,RedCar.2,Vehicle,E6,normal
67.60,RedCar.3,Vehicle,-E4,normal
67.60,Ped1.0,Pedestrian,-E4,normal
67.60,Ped1.1,Pedestrian,-E4,normal
67.60,Ped1.2,Pedestrian,-E4,normal
67.60,Ped2.0,Pedestrian,-E6,normal
67.60,Ped2.1,Pedestrian,-E6,normal
67.60,Ped2.2,Pedestrian,-E6,normal
67.70,CyanCar.2,Vehicle,E4,normal
67.70,CyanCar.3,Vehicle,-E6,normal
67.70,RedCar.2,Vehicle,E6,normal
67.70,RedCar.3,Vehicle,-E4,normal
67.70,Ped1.0,Pedestrian,-E4,normal
67.70,Ped1.1,Pedestrian,-E4,normal
67.70,Ped1.2,Pedestrian,-E4,normal
67.70,Ped2.0,Pedestrian,-E6,normal
67.70,Ped2.1,Pedestrian,-E6,normal
67.70,Ped2.2,Pedestrian,-E6,normal
67.80,CyanCar.2,Vehicle,E4,normal
67.80,CyanCar.3,Vehicle,-E6,normal
67.80,RedCar.2,Vehicle,E6,normal
67.80,RedCar.3,Vehicle,-E4,normal
67.80,Ped1.0,Pedestrian,-E4,normal
67.80,Ped1.1,Pedestrian,-E4,normal
